ens_gene,Control_3IL_1,Control_3IL_2,Control_3IL_3,Control_3IL_4,Control_1dAPF_1,Control_1dAPF_2,Control_1dAPF_3,Control_1dAPF_4,Control_2dAPF_1,Control_2dAPF_2,Control_2dAPF_3,Control_2dAPF_4,Control_3dAPF_1,Control_3dAPF_2,Control_3dAPF_3,Control_3dAPF_4,Control_4dAPF_1,Control_4dAPF_2,Control_4dAPF_3,Control_4dAPF_4
FBgn0265530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0034062,0.0,2.092893772949384,1.3459684640736334,0.0,1.29882187881971,2.680490780864892,2.017999785215336,2.4985552887131055,2.1968416334251497,1.761462709963135,2.142535475639256,2.485727987248506,2.0811620363595527,1.1464259180562948,1.3697571755208664,0.0,0.7956050979546384,2.4579954803016952,1.195917611065015,0.0
FBgn0040754,1.7091845978653877,2.092893772949384,2.029988385578768,0.0,1.29882187881971,0.0,1.3363458441850022,0.0,1.1341651679739477,1.4817188330963849,0.7510992060875922,0.9412819952987069,0.0,1.1464259180562948,0.0,0.0,0.7956050979546384,1.8862444595444556,1.195917611065015,1.3305700326255123
FBgn0035167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0029997,1.7091845978653877,4.47438337705023,3.1226791887068277,2.6964083087424324,3.3911920863129414,2.920328299986426,3.10861587743114,3.054677723760718,2.8021054603620423,3.4801710183982677,3.304506814650023,3.590099661597301,2.0811620363595527,0.0,0.0,0.0,0.7956050979546384,0.9251681443015286,0.0,1.3305700326255123
FBti0019451,2.7386379691375637,0.0,0.0,0.0,1.971058939947394,0.8261622518534082,1.3363458441850022,1.5817697195242149,1.7612130493086422,0.0,0.7510992060875922,0.0,1.0546121372584065,1.7770709070196742,1.3697571755208664,0.0,1.6814113788930072,1.4842985531364585,0.0,2.819684759091683
FBgn0032445,3.48721858334754,1.3967154662842154,1.3459684640736334,3.0547007887267013,0.0,0.47142825322983684,1.3363458441850022,1.219656184569489,0.6757776155756613,0.6759100669226896,1.2425411645506765,1.5061284696772113,0.0,1.1464259180562948,0.0,1.5672679196677282,4.0401832134289055,4.496573114145273,4.599096929709735,4.568354679018529
FBgn0003130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBti0019545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7350507734737403,0.0,1.134357959921195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBti0062052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0034002,1.0941548659087026,0.0,0.0,0.0,0.7908883304052967,1.1106600201740937,1.3363458441850022,1.219656184569489,0.6757776155756613,0.6759100669226896,0.0,0.0,0.0,0.0,0.0,0.0,0.7956050979546384,1.4842985531364585,0.0,0.0
FBgn0266186,4.077953714426452,5.141322610312739,4.845798158575321,4.5753783955745755,4.267047808216255,4.230982571017259,4.622883178864706,4.819806004497918,3.1320747660124124,2.1971185187861617,2.6925605630945477,2.485727987248506,3.5572381470418226,3.7155069878738396,3.3930899437541804,1.5672679196677282,5.542874806279466,5.1357979502478015,5.111178624409795,4.968109445913689
FBti0020153,0.0,0.0,0.0,0.0,0.7908883304052967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0039337,1.0941548659087026,0.0,1.3459684640736334,1.4994185120266184,2.217447037860758,1.889617508290515,0.8176679960015939,1.219656184569489,2.1968416334251497,0.0,1.2425411645506765,0.0,0.0,0.0,2.0595426344676593,0.0,2.930216417966907,1.8862444595444556,2.8981163925314117,0.0
FBgn0086348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9251681443015286,0.0,0.0
FBgn0266634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBti0063655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0259215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7770709070196742,0.0,0.0,0.7956050979546384,0.0,0.0,0.0
FBgn0267408,1.0941548659087026,2.560481047699893,1.3459684640736334,2.6964083087424324,0.0,0.47142825322983684,1.3363458441850022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.617402414193826,3.5591083319365,3.128529285469593,4.568354679018529
FBgn0030881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759100669226896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0265664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0036824,0.0,0.0,1.3459684640736334,1.4994185120266184,0.7908883304052967,0.47142825322983684,0.8176679960015939,0.0,1.481491522698495,0.0,2.142535475639256,2.2267968210839455,3.6835568542546495,2.5495687640953513,3.595729762839265,2.7845646273246505,2.4369164547336664,2.2002601933675265,3.7979519434948146,2.819684759091683
FBgn0260857,2.7386379691375637,1.3967154662842154,0.0,3.0547007887267013,1.29882187881971,2.495126335611917,3.10861587743114,2.111792611364727,2.1968416334251497,2.531277625487158,2.9691499304599813,3.063825714326406,2.0811620363595527,3.0499598300792474,2.5242673177143984,3.6758813207176484,3.297141967456852,3.6651394212934454,3.6574278924168615,3.7137136538145583
FBgn0030828,4.077953714426452,3.6358822317840613,2.029988385578768,2.6964083087424324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412819952987069,0.0,0.0,0.0,0.0,4.961994395565057,6.018418163807922,6.6309409258130305,6.3451137911120155
FBgn0000047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7510992060875922,0.0,0.0,0.0,0.0,1.5672679196677282,0.0,0.0,1.195917611065015,0.0
FBgn0031830,8.420376412125007,6.218890653818851,7.374994549804066,6.859461513411597,4.211272896765145,3.740647466680035,3.636719716277626,3.7681488400553604,6.382825365759883,6.308997066859533,6.409699599770915,6.167076963644499,8.084101924373545,8.07911078243318,8.215574802380779,8.14839473275399,6.638043481825993,7.0272690619629925,7.825966008397193,7.036632387796496
FBgn0262508,5.570768715937151,2.092893772949384,4.166882994604869,4.629632623011621,1.6737456224382226,1.5520853328917437,0.0,0.7350507734737403,3.6947856594275175,4.492734643567742,4.062701818263368,4.88397501973044,5.938307976772531,6.002470816496896,5.73554740571216,4.928438933647626,6.132693925434878,6.371565910722896,6.363293973175709,5.583929060095587
FBgn0035993,1.0941548659087026,2.092893772949384,1.3459684640736334,0.9363222169939821,0.7908883304052967,0.8261622518534082,1.7170628495487912,1.5817697195242149,0.6757776155756613,0.0,0.7510992060875922,0.0,2.0811620363595527,1.7770709070196742,2.0595426344676593,2.300668404986712,0.0,0.0,0.0,0.0
FBgn0267624,0.0,1.3967154662842154,0.0,0.0,3.745492365630405,3.698321077890365,4.21247261916127,3.8368452589388067,1.1341651679739477,0.6759100669226896,1.6084421784993792,2.2267968210839455,1.657328747805431,1.7770709070196742,2.0595426344676593,3.14628366849434,0.0,0.0,0.0,1.3305700326255123
FBti0019391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0032482,4.259880875814786,1.3967154662842154,3.3578400747288755,2.6964083087424324,0.7908883304052967,2.032753657669187,0.8176679960015939,2.8032486183481096,1.1341651679739477,0.6759100669226896,1.2425411645506765,0.9412819952987069,2.0811620363595527,1.7770709070196742,1.3697571755208664,1.5672679196677282,4.573493470574577,4.851302891938075,5.312053354805098,4.371228721169746
FBgn0264979,0.0,2.092893772949384,0.0,3.0547007887267013,0.0,0.47142825322983684,0.8176679960015939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97417181839692,3.7639084237216425,3.6574278924168615,4.14284006177787
FBgn0000229,1.7091845978653877,2.560481047699893,2.8415769267573183,2.4772157841784006,3.287128496511838,3.3611441870686054,3.5454451975577452,3.6960170602807443,3.1320747660124124,2.373851324363364,2.142535475639256,3.063825714326406,2.6748670251954714,2.2144184120099855,1.3697571755208664,2.7845646273246505,2.930216417966907,2.8663815918167,3.6574278924168615,3.5366922643946612
FBgn0050391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0085353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1341651679739477,0.6759100669226896,0.0,0.9412819952987069,1.0546121372584065,1.7770709070196742,2.875206533274394,0.0,1.3054514150246386,0.0,0.0,0.0
FBgn0031700,4.171783076243498,2.560481047699893,3.1226791887068277,2.2186493436415238,0.0,0.47142825322983684,0.0,0.0,0.0,0.0,0.0,0.0,4.3497102346255785,4.91301169827704,5.2264401363984145,5.755224270046959,5.609617329668816,3.1843040846649724,3.501724434518633,4.2615491192526145
FBgn0031707,0.0,0.0,0.0,0.0,0.0,0.47142825322983684,0.8176679960015939,0.0,0.6757776155756613,0.0,0.0,0.0,1.0546121372584065,0.0,0.0,1.5672679196677282,0.0,0.0,1.195917611065015,0.0
FBgn0044020,2.965189354874725,4.245127450165454,3.8951155154485164,3.341478678742496,3.8945897933485214,3.7817673782852177,4.270626994358296,4.243388286565102,3.0302461734603505,3.1323884940447195,3.0898068699195713,3.214451924563694,1.0546121372584065,1.1464259180562948,2.0595426344676593,1.5672679196677282,1.3054514150246386,1.4842985531364585,2.2847258113046256,2.471203288664616
FBgn0001941,1.7091845978653877,2.560481047699893,0.0,1.4994185120266184,2.9205324808956745,2.392673326970332,3.10861587743114,3.054677723760718,1.7612130493086422,1.4817188330963849,1.2425411645506765,2.2267968210839455,2.4083419788989664,1.1464259180562948,2.0595426344676593,0.0,1.6814113788930072,2.6765908644101932,1.195917611065015,1.3305700326255123
FBgn0263492,0.0,1.3967154662842154,0.0,0.0,0.0,0.0,0.8176679960015939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0039343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0038196,2.139023944715947,1.3967154662842154,2.029988385578768,1.4994185120266184,1.29882187881971,2.1629616537587615,3.9531291103084274,1.870985733205214,3.8818137937982864,3.760187837932916,3.0898068699195713,3.3508279292767225,2.899747600417771,3.842991845861168,3.1572625708041,3.14628366849434,2.620735785042855,2.2002601933675265,2.8981163925314117,3.3348716663091835
FBgn0021768,2.139023944715947,4.5766553361219,3.5599878834716394,3.2052037209545268,5.68312438660511,5.589485757226642,5.744598986795337,5.794036187586029,4.28696871063627,5.294498394728038,4.638514942907066,4.528922057337124,2.6748670251954714,2.2144184120099855,3.1572625708041,3.14628366849434,6.605708976791785,5.521844666840887,4.745135085436999,5.908951956678556
FBgn0033264,2.4697607971785125,1.3967154662842154,3.1226791887068277,0.9363222169939821,2.217447037860758,2.5907835779171537,0.8176679960015939,3.7681488400553604,2.5309847727951857,2.531277625487158,2.5314495537976587,3.063825714326406,0.0,2.5495687640953513,2.0595426344676593,0.0,2.4369164547336664,2.2002601933675265,2.2847258113046256,1.3305700326255123
FBti0061032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0039727,0.0,1.3967154662842154,0.0,1.4994185120266184,1.971058939947394,1.7307000956250065,1.3363458441850022,1.219656184569489,2.1968416334251497,1.761462709963135,1.9000644841437901,1.9110017866630433,0.0,0.0,0.0,0.0,0.7956050979546384,0.9251681443015286,0.0,0.0
FBti0019468,0.0,0.0,1.3459684640736334,0.0,0.0,1.348190239794843,0.8176679960015939,1.5817697195242149,1.1341651679739477,1.134357959921195,0.7510992060875922,0.9412819952987069,1.0546121372584065,1.7770709070196742,1.3697571755208664,1.5672679196677282,1.3054514150246386,0.9251681443015286,2.2847258113046256,1.3305700326255123
FBgn0051710,2.139023944715947,3.9724289474649113,2.4921155625374896,2.6964083087424324,4.029711593660097,4.230982571017259,4.270626994358296,3.7681488400553604,3.316415658037362,3.316734230597205,3.2011470819583705,3.4754185385582486,3.418788664902193,3.7155069878738396,4.43266005404932,3.14628366849434,1.6814113788930072,1.4842985531364585,0.0,1.3305700326255123
FBgn0085488,1.7091845978653877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6757776155756613,0.6759100669226896,0.0,0.0,0.0,0.0,0.0,1.5672679196677282,0.0,0.0,0.0,0.0
FBgn0260995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0036897,1.7091845978653877,1.3967154662842154,0.0,0.9363222169939821,0.7908883304052967,2.032753657669187,1.3363458441850022,2.658930850245847,1.1341651679739477,2.1971185187861617,0.7510992060875922,1.9110017866630433,1.0546121372584065,2.2144184120099855,1.3697571755208664,0.0,2.4369164547336664,1.4842985531364585,2.2847258113046256,2.819684759091683
FBgn0051961,2.4697607971785125,2.9130441092986037,2.4921155625374896,3.2052037209545268,3.664736690848709,3.414410888225485,3.10861587743114,3.6960170602807443,2.8021054603620423,2.9209881120052876,3.873960208474105,3.3508279292767225,1.657328747805431,3.420776792952099,2.875206533274394,2.7845646273246505,1.6814113788930072,2.2002601933675265,1.8406887814365611,3.5366922643946612
FBgn0034391,0.0,0.0,0.0,0.0,0.0,0.0,1.3363458441850022,0.0,1.995407766550286,0.0,0.0,1.5061284696772113,1.0546121372584065,2.8213511612688866,2.0595426344676593,3.6758813207176484,0.7956050979546384,1.4842985531364585,0.0,1.3305700326255123
FBgn0262886,1.0941548659087026,1.3967154662842154,0.0,0.0,0.0,0.47142825322983684,0.8176679960015939,0.0,0.0,0.0,0.7510992060875922,0.0,0.0,0.0,0.0,0.0,0.0,0.9251681443015286,0.0,0.0
FBgn0261953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412819952987069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0040608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBti0063437,0.0,0.0,0.0,0.9363222169939821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0023512,1.0941548659087026,1.3967154662842154,0.0,0.9363222169939821,3.1749710539665696,2.2823846203457796,2.266868463367884,3.054677723760718,2.5309847727951857,2.9209881120052876,2.142535475639256,1.5061284696772113,2.4083419788989664,2.2144184120099855,0.0,2.300668404986712,1.6814113788930072,1.4842985531364585,1.195917611065015,0.0
FBgn0051624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0036437,0.0,0.0,0.0,0.0,0.0,0.0,0.8176679960015939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0036553,0.0,0.0,1.3459684640736334,0.0,0.0,0.0,0.0,0.0,0.0,0.6759100669226896,0.0,0.0,3.6835568542546495,2.8213511612688866,2.875206533274394,3.4352484544154076,0.7956050979546384,0.0,2.2847258113046256,0.0
FBti0060004,0.0,0.0,1.3459684640736334,0.0,0.0,0.47142825322983684,0.8176679960015939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3697571755208664,0.0,0.7956050979546384,0.0,0.0,1.3305700326255123
FBgn0025583,0.0,0.0,0.0,0.0,0.0,0.0,0.8176679960015939,0.0,0.0,0.0,0.0,0.9412819952987069,0.0,0.0,0.0,0.0,5.122964284243967,5.207745364554254,5.2643954556989625,5.672302826492809
FBgn0038028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0035587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0032514,2.139023944715947,2.092893772949384,1.3459684640736334,3.2052037209545268,3.821966309400903,2.764945002318101,3.880292116256802,2.658930850245847,0.6757776155756613,2.373851324363364,2.6925605630945477,1.5061284696772113,2.6748670251954714,1.7770709070196742,0.0,2.300668404986712,0.0,0.0,0.0,0.0
FBgn0052011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0005658,1.7091845978653877,0.0,0.0,0.9363222169939821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0031563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759100669226896,0.0,0.0,0.0,0.0,2.5242673177143984,1.5672679196677282,4.927527213917848,5.020666385063868,5.607729290808001,5.163718759180052
FBgn0265959,3.9775947922077575,1.3967154662842154,2.8415769267573183,3.341478678742496,0.7908883304052967,0.47142825322983684,0.0,0.0,3.9391308118075217,2.6732032057236905,3.732849258228454,3.063825714326406,4.746948653341463,4.435096367861967,4.630175947215812,4.062418703000926,1.6814113788930072,2.4579954803016952,4.347918917756558,1.3305700326255123
FBgn0030562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.195917611065015,0.0
FBgn0035440,1.0941548659087026,2.092893772949384,0.0,1.9033973587865018,3.1749710539665696,2.9921638659293555,2.8279078701199234,3.26872311379763,1.481491522698495,2.1971185187861617,1.2425411645506765,1.5061284696772113,0.0,1.7770709070196742,1.3697571755208664,0.0,1.9793745788047572,2.4579954803016952,1.8406887814365611,3.3348716663091835
FBgn0250824,1.0941548659087026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9251681443015286,0.0,0.0
FBgn0003117,0.0,2.560481047699893,2.029988385578768,2.4772157841784006,4.5175392423349425,3.8985305361487694,4.326527742731529,4.191867170492506,1.1341651679739477,0.6759100669226896,0.0,0.9412819952987069,0.0,0.0,2.0595426344676593,0.0,0.0,0.0,0.0,0.0
FBti0019600,0.0,1.3967154662842154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412819952987069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0266829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5672679196677282,0.0,0.0,0.0,0.0
FBgn0041205,0.0,1.3967154662842154,3.737260865292839,2.4772157841784006,2.611402862362418,2.032753657669187,1.7170628495487912,2.8032486183481096,0.6757776155756613,1.134357959921195,0.0,0.9412819952987069,1.657328747805431,0.0,0.0,0.0,4.0401832134289055,3.6651394212934454,2.8981163925314117,3.7137136538145583
FBgn0051140,4.698627238063187,5.546104418161166,5.36079277607339,5.230577581028145,3.9637320422120257,4.317418993721607,4.432222892358725,4.341219047480645,5.775345100049599,5.881850848461258,5.437981093531776,5.4676378157306855,5.313889733485222,5.481923162739964,5.2264401363984145,5.755224270046959,3.063166831935327,2.4579954803016952,1.8406887814365611,2.819684759091683
FBgn0033033,2.4697607971785125,3.196146293147699,2.029988385578768,3.9651654045085416,7.519910333358288,6.902674019559683,5.843708655590645,5.704958135627371,0.0,0.0,0.7510992060875922,0.0,1.0546121372584065,1.1464259180562948,3.3930899437541804,2.7845646273246505,1.3054514150246386,0.9251681443015286,1.8406887814365611,2.819684759091683
FBgn0265533,0.0,0.0,1.3459684640736334,0.9363222169939821,2.42783053549337,1.7307000956250065,2.975078369938465,2.318095908673752,2.1968416334251497,1.761462709963135,1.6084421784993792,1.9110017866630433,0.0,0.0,0.0,1.5672679196677282,0.0,0.0,0.0,2.010794357833356
FBgn0284421,3.753142191598858,2.092893772949384,2.029988385578768,3.2052037209545268,4.5175392423349425,4.107036537163859,4.530700350293001,4.714208681128382,1.481491522698495,2.1971185187861617,1.9000644841437901,1.5061284696772113,2.0811620363595527,0.0,1.3697571755208664,1.5672679196677282,3.4984134603642865,3.320348264058252,1.8406887814365611,2.471203288664616
FBgn0026874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7350507734737403,1.481491522698495,1.134357959921195,1.2425411645506765,0.9412819952987069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0037224,0.0,0.0,0.0,0.0,0.0,0.47142825322983684,0.0,0.0,1.1341651679739477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0036565,0.0,0.0,0.0,0.0,0.7908883304052967,0.0,0.8176679960015939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0265180,11.892003005854013,10.422834467789135,11.325811939599385,11.233889897695281,5.3884585396708635,4.924697830615279,4.750974008944762,5.068599717668404,7.938757129387891,7.917876315677996,7.787576461654186,7.805399422067302,11.180656351870644,11.093791650490443,11.089696860223325,10.715701196215036,8.477328991176925,9.947051533296898,10.129559426025953,9.392647967097508
FBgn0036035,0.0,0.0,0.0,0.0,1.971058939947394,1.889617508290515,2.266868463367884,0.7350507734737403,3.7598598597321553,3.882143890670461,3.0898068699195713,2.8956199710329433,1.657328747805431,2.2144184120099855,2.0595426344676593,2.300668404986712,0.7956050979546384,0.9251681443015286,1.8406887814365611,2.471203288664616
FBgn0004913,1.0941548659087026,2.092893772949384,2.029988385578768,3.0547007887267013,2.611402862362418,2.844727556359081,2.6640009352946974,3.539940042925177,3.40044518667437,3.227503794331483,2.8374734857031796,2.8956199710329433,2.6748670251954714,2.2144184120099855,2.5242673177143984,2.7845646273246505,3.297141967456852,3.320348264058252,2.8981163925314117,1.3305700326255123
