ens_gene,Control_3IL_1,Control_3IL_2,Control_3IL_3,Control_3IL_4,Control_1dAPF_1,Control_1dAPF_2,Control_1dAPF_3,Control_1dAPF_4,Control_2dAPF_1,Control_2dAPF_2,Control_2dAPF_3,Control_2dAPF_4,Control_3dAPF_1,Control_3dAPF_2,Control_3dAPF_3,Control_3dAPF_4,Control_4dAPF_1,Control_4dAPF_2,Control_4dAPF_3,Control_4dAPF_4
FBgn0086602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7956050979546384,0.0,0.0,0.0
FBgn0026150,3.333286135475901,5.689954640953662,4.49749161677479,5.002877322619848,5.437896472484313,5.280777314201611,5.1730280329978395,5.329227909355003,4.672185467910661,5.379797279829126,4.7886811775804805,4.742359133535704,4.687882219134939,4.513848618936151,5.098860976132476,4.8322833612498775,3.5894134168486698,3.8563466565051154,3.3271605906446915,2.471203288664616
FBgn0035346,3.333286135475901,1.3967154662842154,3.8951155154485164,3.0547007887267013,2.42783053549337,2.680490780864892,2.8279078701199234,2.111792611364727,0.6757776155756613,0.6759100669226896,0.7510992060875922,0.0,7.6535738668146225,7.147542616113471,7.517205806457246,7.9902881070446945,3.832332531743871,2.8663815918167,2.2847258113046256,1.3305700326255123
FBgn0034785,0.0,0.0,0.0,0.0,1.971058939947394,1.7307000956250065,1.3363458441850022,0.7350507734737403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0033458,0.0,0.0,0.0,0.0,2.217447037860758,2.2823846203457796,1.3363458441850022,3.054677723760718,3.0302461734603505,2.6732032057236905,1.9000644841437901,2.485727987248506,1.657328747805431,1.1464259180562948,2.875206533274394,1.5672679196677282,0.7956050979546384,0.0,0.0,0.0
FBgn0029993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0005695,3.333286135475901,3.6358822317840613,3.8951155154485164,3.686765812540176,4.649305165078496,4.230982571017259,4.66685593058944,4.600267471005108,3.0302461734603505,2.9209881120052876,3.0898068699195713,3.887867123306385,1.0546121372584065,0.0,2.5242673177143984,2.7845646273246505,4.617402414193826,3.943217028099784,4.436593585173782,4.741755212889906
FBgn0261615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0264745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0038067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0546121372584065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0036278,0.0,2.560481047699893,0.0,0.0,0.0,0.0,0.8176679960015939,0.0,0.0,0.0,0.0,0.9412819952987069,0.0,0.0,0.0,0.0,1.3054514150246386,0.9251681443015286,0.0,0.0
FBgn0034558,0.0,0.0,0.0,0.0,0.0,0.0,0.8176679960015939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7956050979546384,0.0,0.0,0.0
FBgn0033564,1.7091845978653877,1.3967154662842154,0.0,0.9363222169939821,1.29882187881971,1.5520853328917437,1.3363458441850022,0.7350507734737403,0.6757776155756613,1.134357959921195,0.7510992060875922,1.9110017866630433,2.899747600417771,1.7770709070196742,2.875206533274394,2.7845646273246505,2.4369164547336664,1.4842985531364585,2.2847258113046256,2.471203288664616
FBgn0039602,3.1609458069557794,2.092893772949384,3.3578400747288755,2.4772157841784006,3.0533537187586055,2.920328299986426,2.266868463367884,2.934433553973824,2.1968416334251497,3.030556947780262,2.6925605630945477,2.7051823615801114,0.0,1.1464259180562948,0.0,0.0,3.184892448279329,3.5591083319365,3.9259951098340586,0.0
FBgn0002562,3.1609458069557794,2.560481047699893,2.029988385578768,0.0,0.7908883304052967,0.0,0.0,0.0,0.6757776155756613,0.6759100669226896,0.7510992060875922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0264897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0038565,0.0,0.0,0.0,0.9363222169939821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7956050979546384,0.0,0.0,0.0
FBgn0030973,4.077953714426452,4.245127450165454,5.248238323481939,4.519003879157037,4.951201601453761,4.139035558864269,4.977380050579613,4.853354670306276,4.861980465199595,5.272361687234389,5.243594202561851,5.053466916351273,6.059760663361932,5.974897618678558,5.2264401363984145,5.018584239274202,4.433129527114906,4.851302891938075,5.569022513788303,4.821218605799141
FBgn0039331,0.0,0.0,0.0,0.0,0.0,0.47142825322983684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5672679196677282,0.0,0.0,0.0,0.0
FBgn0030555,2.7386379691375637,4.47438337705023,3.737260865292839,2.8866487978311097,2.217447037860758,1.7307000956250065,1.7170628495487912,1.5817697195242149,0.6757776155756613,1.761462709963135,1.9000644841437901,1.5061284696772113,2.4083419788989664,1.1464259180562948,0.0,0.0,5.295057105895124,4.805662179942586,4.877739794671435,5.03630225034042
FBti0061148,0.0,0.0,1.3459684640736334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0262901,0.0,0.0,0.0,0.0,0.0,0.0,0.8176679960015939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0037061,0.0,0.0,0.0,0.0,0.0,0.47142825322983684,0.8176679960015939,0.7350507734737403,0.0,0.6759100669226896,0.0,0.9412819952987069,0.0,0.0,1.3697571755208664,0.0,0.7956050979546384,0.0,0.0,0.0
FBti0020166,1.0941548659087026,1.3967154662842154,0.0,0.9363222169939821,1.6737456224382226,0.47142825322983684,0.8176679960015939,0.7350507734737403,0.6757776155756613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7956050979546384,0.9251681443015286,1.195917611065015,2.010794357833356
FBgn0267936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBti0060702,0.0,0.0,0.0,0.0,0.0,0.8261622518534082,0.0,0.0,0.0,0.0,0.7510992060875922,0.0,0.0,0.0,0.0,0.0,0.7956050979546384,0.0,0.0,0.0
FBgn0019972,4.983757736914656,5.820753193893983,5.697280582848439,5.871832590300221,5.801170539388452,5.657343264038759,5.764973098830371,5.877932574076172,2.672904613323339,3.6951124316619275,3.8051293154091383,3.6963321490853676,4.188603097300497,4.351795802664118,3.7733808616806215,2.7845646273246505,6.022701976005891,6.038286899355812,5.884859755176688,5.38906933785634
FBgn0036926,2.965189354874725,4.761723122252157,3.1226791887068277,3.341478678742496,2.42783053549337,2.2823846203457796,2.8279078701199234,1.219656184569489,3.0302461734603505,2.802408809101258,2.6925605630945477,2.485727987248506,3.094255981708078,3.420776792952099,3.3930899437541804,1.5672679196677282,1.6814113788930072,2.8663815918167,1.195917611065015,3.1001537301313253
